Q Q0 dL dH-dL a b dmin dmax-dmin Objective
0.455621 0.292339 0.627275 0.192373 1.44227 3.5204 0.286778 0.330867 0.297945
0.410044 0.342299 -0.0176354 0.356056 1.65664 3.58742 0.0435779 0.363718 0.369322
0.901514 0.725041 0.374413 0.265117 2.6776 3.86697 0.290007 0.380733 0.649267
0.831973 0.637774 -0.110208 0.375997 3.28387 1.23796 0.359303 0.588142 0.793379
0.8451 0.872331 -0.044902 0.0591063 3.34078 2.2936 0.300496 0.743373 0.712413
0.778725 0.240437 0.0383533 0.853716 3.78894 2.40704 -0.0067238 0.0344275 0.470045
0.239412 0.459875 0.586468 0.548964 2.15933 2.49469 0.545927 0.010949 1.03119
0.317446 0.765346 0.473122 0.176267 2.53139 1.65981 -0.120667 0.547683 0.389099
0.438328 0.856689 0.0722289 0.334757 3.16049 1.50282 0.0283251 0.503869 0.308774
0.640055 0.916535 0.0500855 0.826826 3.29011 2.43759 0.0523309 0.0501162 0.536605
0.781028 0.449767 0.212243 0.967476 3.71988 2.9481 0.284664 0.465074 0.673198
0.953632 0.927692 -0.119664 0.859587 3.87251 3.8574 0.0645911 0.228445 0.763978
0.857712 0.975789 0.499492 0.715232 2.95183 2.1886 0.0234334 0.757298 0.585764
0.88182 0.72483 0.886961 0.589705 1.07914 1.20012 0.21111 0.192303 0.417663
0.464639 0.254922 0.137774 0.957388 2.40001 0.981178 0.707827 0.07337 10.8846
0.475014 0.395184 0.257859 0.51704 2.52404 1.20501 -0.0736596 0.0461996 1.29846
0.63317 0.839428 0.198245 0.491178 2.19926 3.91234 0.391342 0.398019 0.620344
0.846411 0.309474 0.277375 0.121887 2.2066 1.56153 0.294851 0.794894 0.674997
0.630283 0.821166 0.21488 0.73038 3.46406 1.26948 -0.000984778 0.552315 0.469555
0.754012 0.943457 0.523454 0.169155 3.23544 3.92591 0.125928 0.19201 0.365547
0.381016 0.452385 -0.168535 0.0962168 2.50734 1.79949 0.983205 0.251037 17.619
0.43247 0.233779 0.854662 0.359658 3.01505 3.87014 0.463371 0.274029 0.369799
0.329658 0.406851 0.261953 0.964437 3.15606 1.59795 -0.00249782 0.088341 0.826742
0.318618 0.318561 0.711337 0.055153 2.81056 3.79115 0.320582 0.104878 1.03749
0.439511 0.336751 0.596253 0.235344 1.62571 2.19704 0.495037 0.712844 0.302971
0.866578 0.446588 0.566095 0.0441158 3.15767 0.853555 -0.193566 0.777275 0.59996
0.685031 0.977967 0.61973 0.746269 1.90474 2.68809 -0.0409452 0.410485 0.339204
0.701493 0.485384 0.372301 0.226635 2.68339 3.45946 0.93696 0.971874 0.72269
0.984616 0.227686 0.876795 0.0392641 1.7753 2.12287 0.662307 0.831238 0.695057
0.427906 0.391123 0.643345 0.231008 3.38648 3.07233 0.296618 0.917086 0.270725
0.208343 0.953211 0.900544 0.649801 3.15952 2.08252 0.853946 0.0822511 0.4392
0.917146 0.485714 -0.0729077 0.882474 3.73829 3.94922 0.522551 0.843727 0.729912
0.891235 0.986018 0.0713079 0.250655 1.2783 2.44137 0.777454 0.669622 0.741263
0.688583 0.451951 0.914608 0.578312 1.63381 2.34984 0.0505331 0.215643 0.535629
0.852931 0.967861 0.85255 0.765457 2.17439 3.66535 0.599159 0.768932 0.597319
0.498222 0.547038 -0.157057 0.74659 2.94483 1.83456 0.637046 0.164079 13.4289
0.817379 0.983862 0.64793 0.695585 2.85868 1.44942 0.75454 0.138684 0.761374
0.677501 0.537439 0.404511 0.351956 1.9085 2.84447 0.42568 0.637869 0.552719
0.735114 0.60441 0.510722 0.0120418 2.27336 3.84982 0.133523 0.102805 0.441161
0.63776 0.575999 0.785788 0.44828 1.70924 1.98318 0.515831 0.389665 0.36762
0.254826 0.661437 0.838373 0.473598 1.82389 1.50625 0.28177 0.795713 0.27069
0.453529 0.979469 0.880321 0.605947 3.87459 0.977686 0.218563 0.759526 0.228877
0.740978 0.826237 0.977494 0.535693 3.13042 1.46282 0.558286 0.08651 0.515599
0.62811 0.659809 0.279102 0.0692692 3.33097 3.41193 0.932481 0.0839499 31.4682
0.825537 0.618506 0.654261 0.025879 1.98067 2.45257 0.155527 0.646941 0.54046
0.232845 0.607482 0.497294 0.650468 1.22497 3.03267 0.111133 0.60453 0.361835
0.663532 0.953021 0.726806 0.67718 3.56103 3.16323 0.595908 0.907576 0.499726
0.58915 0.593864 0.543768 0.183797 0.944395 1.49439 -0.187544 0.933384 0.288242
0.714122 0.461805 0.817814 0.195595 2.96281 1.14389 0.926162 0.958843 0.683007
0.759977 0.518081 0.763081 0.103271 3.20154 2.49541 0.919275 0.0558547 1.37365
0.71503 0.563894 -0.0737019 0.677638 2.68042 3.38093 0.883792 0.0365189 5.28171
0.606302 0.532677 0.830849 0.424346 3.43636 0.855813 0.227771 0.713013 0.40611
0.590948 0.436289 0.63994 0.161882 0.807657 3.53631 0.0574382 0.484357 0.333577
0.936976 0.820337 -0.171504 0.587899 1.73813 1.35702 0.534255 0.613304 0.747363
0.335093 0.373708 0.223979 0.539154 2.0019 0.975641 0.54918 0.0241452 4.43417
0.500357 0.900008 0.0494034 0.0888019 3.25437 3.25342 0.757373 0.101055 36.3407
0.850692 0.646752 0.163734 0.410704 3.73164 0.921285 0.227741 0.668695 0.705548
0.884838 0.579273 0.142417 0.84569 3.84826 3.32408 0.257605 0.618826 0.691529
0.216003 0.751536 0.810699 0.664593 3.38165 3.32642 0.143966 0.590695 0.523534
0.910263 0.294806 0.542186 0.414618 1.03976 0.944476 0.683104 0.867659 0.693202
0.876897 0.307366 0.315554 0.112267 1.13209 3.18241 0.0877138 0.780715 0.622084
0.634845 0.90698 0.548707 0.463459 1.12123 1.58766 0.463545 0.484464 0.406822
0.625821 0.629211 0.78882 0.325765 1.32908 2.86052 0.784627 0.960899 0.473675
0.61805 0.352611 0.78797 0.801957 2.50925 2.09493 0.754825 0.404436 0.538979
0.68551 0.478379 0.203365 0.307936 1.29287 1.07062 0.584349 0.0369396 116.095
0.22484 0.257064 0.48655 0.48427 2.93609 2.72587 0.822671 0.765166 0.583159
0.236232 0.747851 0.262005 0.383661 2.05539 1.79641 0.326134 0.55149 0.115802
0.962152 0.361355 0.251602 0.275111 2.56839 3.1357 0.264903 0.260956 0.696971
0.283429 0.395599 0.603472 0.482359 2.51284 3.3415 0.955761 0.199158 1.89867
0.850121 0.496443 0.388166 0.762672 2.6777 1.04381 0.948075 0.783674 0.776972
0.699914 0.545507 0.428788 0.928693 2.27042 1.86509 0.603972 0.815024 0.642785
0.272545 0.233437 -0.104975 0.754718 2.16627 3.14714 0.781554 0.323156 4.84995
0.755736 0.988431 0.575978 0.431806 3.09257 3.27094 0.262974 0.116676 0.364919
0.711519 0.454702 0.557916 0.137733 3.75593 1.20865 0.774268 0.497638 0.784032
0.368281 0.589268 -0.11783 0.12952 1.41569 3.19553 -0.091266 0.103774 0.286686
0.778583 0.241861 0.967143 0.719856 1.30238 1.04355 0.88697 0.713457 0.62547
0.226329 0.50982 0.0323722 0.998091 0.809497 1.3246 0.917336 0.02691 3.31586
0.282786 0.497376 0.351921 0.40691 1.35355 1.58569 0.871051 0.70799 0.586666
0.920803 0.673212 0.50787 0.73903 3.8727 3.93441 0.201531 0.095171 0.504751
0.908498 0.826304 -0.010285 0.55092 0.802264 3.52976 0.901498 0.674072 0.755203
0.264418 0.842102 0.0593366 0.434526 3.19089 1.96207 -0.176561 0.40556 0.277266
0.302407 0.232696 0.291432 0.778623 2.86792 3.7919 0.115898 0.168515 0.29299
0.941915 0.525428 0.739418 0.872946 2.97428 3.69655 0.532186 0.559799 0.66718
0.380671 0.76834 -0.17474 0.401658 3.68093 2.95995 0.821426 0.0906543 5.14331
0.590139 0.38764 0.998385 0.509931 1.64202 2.2417 -0.0908167 0.182395 0.979647
0.767499 0.29461 0.356522 0.708109 0.932879 2.69229 0.761354 0.626067 0.704658
0.799695 0.92596 0.077528 0.883087 1.817 2.24654 0.580522 0.145896 1.33189
0.656974 0.752805 0.747611 0.141134 2.45368 3.68311 0.544448 0.448048 0.422204
0.545503 0.68252 0.990228 0.143198 1.50145 1.2922 -0.1333 0.66203 0.355531
0.557083 0.893214 0.70388 0.289859 2.10209 2.54216 0.740151 0.455355 0.423417
0.635817 0.534312 0.771327 0.220298 3.68124 1.5977 -0.029231 0.0106221 2.3798
0.515653 0.310136 0.930778 0.397821 2.94803 2.7113 0.55045 0.270942 0.312169
0.648788 0.934859 -0.0983016 0.934636 2.30615 2.1117 0.813238 0.855719 0.847775
0.565468 0.48088 -0.180632 0.402562 2.21479 3.34054 -0.0830229 0.777495 0.508125
0.878904 0.621895 0.263719 0.644444 3.95985 3.93473 0.696278 0.49299 0.75743
0.644206 0.327453 0.676658 0.74587 3.12867 0.994196 0.938257 0.793475 0.776771
0.464977 0.72999 0.875112 0.709773 2.42819 2.934 0.925808 0.661787 0.359777
0.610266 0.958105 0.0147696 0.934241 3.97957 1.20733 0.168489 0.285201 0.765354
0.220573 0.950589 0.936592 0.526406 1.05419 2.66393 0.857898 0.182854 0.48305
0.256222 0.632938 -0.191961 0.590957 1.26295 2.46306 -0.0454268 0.314217 0.222824
0.423968 0.804663 0.0263583 0.938801 2.03775 2.95105 0.30884 0.52246 0.477429
0.649714 0.955284 0.2804 0.955172 1.4976 0.836786 -0.14953 0.58909 0.340651
0.390831 0.729904 0.423832 0.215191 3.88435 3.46399 0.459683 0.953442 0.302056
0.464527 0.583365 0.273515 0.885299 3.07983 2.68598 0.174987 0.450694 0.323282
0.76591 0.233385 0.712716 0.205737 3.8997 3.48834 -0.0923035 0.717643 0.471143
0.395311 0.659183 0.769037 0.529467 1.89125 2.53997 0.188692 0.192233 0.869434
0.61243 0.570287 0.364206 0.148944 3.92853 2.9617 0.905604 0.981939 0.753246
0.604916 0.367677 0.750096 0.397377 3.11245 3.21325 0.88338 0.299146 0.702853
0.817444 0.84306 -0.131266 0.521465 3.98542 0.892621 0.726268 0.932815 0.832186
0.58006 0.369637 0.684324 0.337023 1.35915 1.93271 0.498581 0.816063 0.410226
0.371756 0.881722 0.803425 0.968403 2.98742 3.81718 -0.0457781 0.0942958 1.66741
0.353131 0.922009 0.45678 0.798538 2.41637 2.71077 0.115727 0.294586 0.487088
0.775022 0.662774 0.51397 0.864542 1.16055 0.867455 0.662886 0.522404 0.662164
0.564692 0.758823 0.442862 0.331484 3.02398 1.92654 0.148646 0.904803 0.390322
0.944627 0.701126 0.463085 0.170352 1.25446 1.28047 0.799308 0.0286453 1.43617
0.945123 0.231708 0.997495 0.0777129 2.66125 3.6834 0.242169 0.524212 0.624117
0.343864 0.817116 0.727329 0.387253 2.20401 3.68079 0.748178 0.708047 0.147342
0.364226 0.77646 0.28626 0.945445 3.17404 1.75415 0.203266 0.284044 0.151433
0.957802 0.235427 0.324847 0.495339 3.38937 0.82236 -0.17564 0.0684986 0.479008
0.982828 0.688701 0.657162 0.0714368 1.12225 1.13087 0.995656 0.0525014 0.844834
0.216342 0.673385 0.879395 0.892664 2.89353 2.14636 0.197834 0.199953 1.01756
0.837401 0.874613 0.424931 0.252972 2.71949 0.836972 0.38128 0.943187 0.663895
0.709083 0.684671 0.270208 0.142961 3.48656 3.44423 0.319627 0.245449 0.633314
0.971085 0.350238 0.87048 0.478744 1.11271 1.65683 0.340888 0.98249 0.679925
0.565905 0.971818 -0.0703927 0.986406 3.42173 0.955388 0.031497 0.256597 0.685444
0.915956 0.296038 0.276793 0.717009 3.37024 0.867715 0.139485 0.752097 0.693754
0.607737 0.696613 0.158617 0.935399 1.21725 1.97277 0.933849 0.131074 7.73176
0.523672 0.282303 0.187476 0.281688 2.13983 2.35724 0.93694 0.820767 0.934202
0.288772 0.510176 0.631756 0.840151 2.2573 0.89682 0.719045 0.179478 0.687373
0.759673 0.589129 0.301869 0.362406 2.15316 3.89952 0.509393 0.155692 0.874551
0.425822 0.302187 0.996817 0.199793 1.33302 3.60174 0.735012 0.646364 0.214717
0.627739 0.528859 0.216954 0.716804 0.8533 0.993366 0.165931 0.579791 0.464725
0.266757 0.69731 -0.0381111 0.837709 2.43101 1.98907 0.825254 0.833588 0.790727
0.602845 0.893868 -0.0884366 0.607979 3.06415 1.17899 0.411991 0.441595 1.01689
0.977957 0.882569 -0.0496711 0.199938 3.77663 3.0938 -0.053009 0.341034 0.709473
0.546067 0.947344 0.993054 0.505476 2.0363 2.29635 0.978938 0.276022 0.359483
0.740836 0.460333 0.172974 0.923477 2.63729 2.66861 0.486487 0.877507 0.688056
0.939374 0.808259 0.110835 0.830767 1.35719 3.2676 0.752012 0.721767 0.721283
0.67464 0.958234 -0.109279 0.613507 2.30067 2.43387 0.0544036 0.30041 0.658581
0.239253 0.24696 0.525657 0.802901 3.10483 0.875396 0.741363 0.871418 0.734593
0.320946 0.862137 0.582131 0.406503 1.4454 3.29514 0.803574 0.126918 1.26827
0.458002 0.617842 0.399927 0.338316 2.62164 3.87109 0.123761 0.389894 0.260598
0.512675 0.481176 0.496325 0.179297 2.21409 2.80138 0.640526 0.0541617 2.46758
0.612441 0.519951 0.794237 0.063476 2.83457 2.19466 -0.123273 0.273579 0.561315
0.297401 0.809729 0.402019 0.424384 2.02885 2.13802 0.325939 0.647562 0.10376
0.518947 0.985995 0.319963 0.314479 2.8467 2.07373 0.644027 0.975625 0.496655
0.746237 0.61237 0.423952 0.177157 3.59776 2.2048 0.289403 0.633819 0.590945
0.684555 0.461508 0.465023 0.566937 3.25939 3.224 0.110261 0.201724 0.34642
0.813136 0.919937 -0.0982332 0.913326 2.31343 2.37932 0.909845 0.683804 0.858953
0.86733 0.940988 0.808306 0.552903 3.3423 1.60185 0.612854 0.746316 0.642527
0.87265 0.283383 0.229931 0.942878 2.1349 2.12867 -0.0266616 0.124794 0.495347
0.715352 0.696366 0.0756375 0.632816 3.1133 3.90152 0.292889 0.103534 1.19872
0.724697 0.810407 0.265269 0.53438 3.43288 1.09495 0.295228 0.526822 0.652425
0.985819 0.474025 -0.174832 0.469611 3.07091 2.99812 0.0105335 0.330212 2.30005
0.229872 0.453615 0.327886 0.551632 3.82084 2.2834 0.931311 0.69726 0.941371
0.709111 0.861507 0.49044 0.0467336 0.862552 3.3757 0.486066 0.864646 0.517285
0.943453 0.618813 -0.128005 0.0862715 3.36114 3.23864 0.703496 0.692849 0.750194
0.340828 0.613063 -0.0874309 0.466804 1.337 1.81843 0.608068 0.48097 1.14803
0.781718 0.346512 0.195511 0.381773 1.58094 2.82807 0.120794 0.743853 0.594094
0.578208 0.791431 0.820133 0.62142 1.05221 2.08943 -0.0967166 0.697528 0.331411
0.948503 0.663225 -0.0519684 0.600963 1.566 1.55919 -0.136374 0.165582 0.667429
0.298894 0.376373 0.959251 0.229983 3.20892 1.58736 0.301598 0.777452 0.15707
0.851875 0.248089 0.162816 0.730772 3.06644 1.87318 -0.177785 0.103476 0.408802
0.963522 0.797338 0.0149115 0.460472 3.41715 2.04688 0.551297 0.812251 0.720939
0.989549 0.474665 0.14495 0.845774 3.78238 2.1184 0.163504 0.221169 0.708743
0.385507 0.586564 0.197942 0.280057 2.41334 1.46397 -0.0676565 0.0227806 1.75716
0.893868 0.87797 0.142617 0.262083 2.80103 2.08365 0.213361 0.578511 0.679815
0.421889 0.825731 0.0163071 0.466597 2.04436 1.18486 0.305629 0.635263 0.504406
0.614427 0.260171 -0.0614498 0.762483 3.41668 3.49105 0.021482 0.909373 0.594044
0.389917 0.789135 0.34684 0.923155 3.31477 3.60214 0.305934 0.774338 0.226626
0.50101 0.693513 0.485315 0.650626 1.82126 3.46588 0.835012 0.774141 0.527604
0.339962 0.391018 0.176287 0.018998 2.07023 2.36388 0.894849 0.542128 1.29718
0.988415 0.795814 0.411424 0.639354 3.49544 3.35372 0.372295 0.191672 0.699381
0.90083 0.470134 0.0817939 0.324738 2.28808 2.63779 0.155391 0.0763205 0.751682
0.220616 0.501586 0.969066 0.556662 3.87171 1.76509 0.201704 0.337961 0.704209
0.603163 0.799688 0.611319 0.541777 1.99157 2.2582 -0.0220455 0.460936 0.316298
0.276017 0.256361 0.640829 0.902582 1.62077 2.36794 0.0102367 0.204352 0.863954
0.409711 0.400465 0.790094 0.398967 2.81182 1.66594 0.00126714 0.613713 0.296803
0.601364 0.361382 -0.130827 0.797641 1.97602 2.34756 0.948808 0.852726 1.04439
0.967329 0.81899 0.853008 0.837096 2.66707 2.62582 -0.115811 0.184703 0.547449
0.282815 0.88471 0.620044 0.535141 2.16856 3.37829 -0.0771721 0.599976 0.583233
0.773791 0.458386 0.515547 0.744474 2.60503 3.18729 0.387068 0.724456 0.590673
0.878749 0.92033 0.341557 0.654925 1.12304 0.867667 -0.197324 0.850489 0.591712
0.929986 0.63679 0.100813 0.279466 3.01242 2.74734 -0.107034 0.131621 0.599883
0.571631 0.345739 0.266667 0.760212 1.58331 2.02367 0.736279 0.26399 1.38603
0.921101 0.917745 0.87767 0.137299 1.61884 1.12099 0.744421 0.403596 0.655636
0.381103 0.225803 0.629313 0.862414 3.61124 1.51942 0.569218 0.0517097 0.245981
0.518176 0.72841 0.500552 0.196493 1.74258 3.23293 0.0562298 0.801369 0.27768
0.85797 0.384645 0.462261 0.483107 3.5616 3.38523 0.841062 0.0505645 2.03392
0.459822 0.448273 0.752222 0.860877 1.27938 3.5689 0.482144 0.393595 0.262591
0.386289 0.469828 0.86107 0.612025 0.836606 1.08467 0.989136 0.504199 0.35133
0.943653 0.952953 0.695692 0.178112 2.90609 3.24732 0.0518976 0.834705 0.645364
0.732321 0.575086 0.161857 0.420847 3.44919 2.5162 0.630606 0.613409 0.803003
0.809547 0.826301 -0.180084 0.0348855 2.1199 2.79809 -0.100935 0.628421 0.633201
0.451574 0.941897 0.123335 0.530391 1.31003 2.29457 0.997721 0.974973 0.603839
0.870834 0.440167 0.452298 0.0127198 0.855746 3.19878 0.561772 0.440716 0.659465
0.984528 0.762179 0.68094 0.563141 2.63548 2.21282 0.558463 0.457989 0.694081
0.663716 0.356365 0.376041 0.393269 3.23629 1.6317 0.505035 0.0312642 3.05044
0.375975 0.484475 0.977704 0.611597 0.883171 2.89216 0.405704 0.242887 0.770199
0.430998 0.864424 -0.0632286 0.0409951 2.53877 1.22238 0.661806 0.752785 0.898326
0.691907 0.339393 0.272917 0.193335 3.15005 3.37654 0.616401 0.710012 0.722064
0.59156 0.873592 0.512767 0.0658638 1.39637 0.913942 0.437632 0.0618201 0.271267
0.572063 0.722742 0.202984 0.649302 1.90265 3.02479 0.0846501 0.468852 0.369737
0.952836 0.731385 0.359949 0.105176 2.6942 1.68604 0.878674 0.610845 0.73124
0.983498 0.83249 -0.0852114 0.760778 2.63963 2.88099 0.932051 0.662042 0.747151
0.496922 0.756734 0.87263 0.628686 2.49863 3.74945 0.878162 0.301926 0.369843
0.219399 0.676195 0.226112 0.503291 1.36324 1.7544 0.98886 0.247247 4.05727
0.85834 0.774614 0.556944 0.303698 2.07589 3.73484 0.389116 0.967652 0.620748
0.846572 0.782166 0.00477673 0.277735 3.41624 3.89433 0.219997 0.754239 0.68122
0.77853 0.50712 0.00567934 0.325682 0.967005 3.17425 0.683295 0.402745 0.9154
0.806604 0.408768 0.681397 0.346781 1.52559 1.19778 0.92541 0.494661 0.727187
0.80525 0.775234 0.677479 0.216461 3.86588 2.35358 0.257296 0.116553 0.3728
0.340684 0.201858 0.568712 0.0408199 1.1464 1.02111 0.630083 0.754356 0.430086
0.392707 0.989419 0.896866 0.177454 2.51131 2.67454 0.772899 0.239112 0.242171
0.460832 0.776386 0.00472463 0.413143 2.90828 0.933768 0.907329 0.571611 1.63879
0.902429 0.259368 -0.000690139 0.210776 3.45696 1.19587 0.885791 0.931776 0.782642
0.316191 0.423696 -0.0963339 0.433423 2.85026 1.98189 0.474751 0.404085 1.57955
0.521639 0.415192 0.93702 0.10971 3.39526 2.83807 0.810292 0.0933758 0.313168
0.94043 0.803789 0.944144 0.694311 1.68241 1.60138 -0.0689547 0.828116 0.623816
0.316301 0.916996 0.706691 0.587885 3.114 3.42492 0.319445 0.861893 0.258773
0.340207 0.424498 0.144359 0.925569 3.42358 1.91186 0.355767 0.135761 1.8969
0.62809 0.666429 0.79529 0.963681 1.87141 1.41372 0.297043 0.240587 0.354109
0.378712 0.305535 0.884816 0.1026 2.30179 1.9942 0.0473322 0.961495 0.186939
0.514635 0.385767 0.669075 0.69435 3.90469 2.86519 0.157386 0.163182 0.669716
0.435826 0.883685 0.790071 0.308626 1.46883 2.81195 -0.18829 0.119424 1.53075
0.976089 0.617648 -0.0210594 0.0152534 3.81536 2.24697 0.194213 0.0288037 1.13472
0.925726 0.947376 -0.174672 0.241744 1.72138 3.09238 0.712076 0.958672 0.726445
0.283888 0.326347 -0.188211 0.905027 2.04565 1.1834 0.539186 0.670634 1.26903
0.928778 0.411297 0.411252 0.41872 3.22253 3.16614 0.419591 0.186855 0.690903
0.296918 0.846332 0.29951 0.319359 2.71291 2.99191 0.35689 0.111479 0.298683
0.351866 0.266519 0.960041 0.21139 1.14862 2.179 0.740714 0.85539 0.135732
0.969904 0.65175 0.648316 0.648159 1.38322 1.92839 0.404204 0.2308 0.66269
0.876535 0.344978 0.574136 0.319504 2.73408 1.57495 0.476609 0.758953 0.673144
0.560612 0.4145 0.326784 0.0189461 1.60764 1.18906 0.837261 0.429245 1.08871
0.500032 0.985711 0.750925 0.495131 2.64272 3.80515 0.0653897 0.756967 0.310867
0.296732 0.530228 0.127819 0.82607 2.76175 3.24718 0.164061 0.840495 0.19136
0.794014 0.364964 -0.0737762 0.574944 3.87023 3.782 0.910491 0.861586 0.85477
0.539628 0.759552 0.827962 0.844468 1.08282 3.29761 0.750827 0.0837219 0.320507
0.615785 0.412245 0.542675 0.300518 3.98739 2.74937 0.58441 0.0963329 0.738057
0.931812 0.733199 0.347876 0.836636 1.15883 2.00036 0.573492 0.213958 0.735866
0.942719 0.717658 0.325744 0.379562 1.69729 2.58456 0.976 0.569968 0.738637
0.52258 0.564423 -0.166944 0.861707 2.77272 2.458 0.856007 0.646134 1.37355
0.215722 0.477276 0.285567 0.259007 1.3397 3.62106 0.102919 0.100987 0.705231
0.595536 0.989376 0.187964 0.748789 3.1149 1.58346 0.764954 0.468327 1.0126
0.601374 0.211496 0.462006 0.669036 1.88432 2.60945 0.384339 0.562499 0.48251
0.3124 0.252163 0.716733 0.808403 1.81091 3.02773 0.459158 0.324904 0.206878
0.595068 0.536428 0.0850919 0.247304 1.17076 1.97763 0.472637 0.848573 0.606054
0.628305 0.897754 0.628386 0.977036 3.71099 3.64471 0.553659 0.556456 0.475639
0.434624 0.426733 0.461245 0.642694 3.18187 1.23865 -0.0639696 0.303177 0.396766
0.582441 0.699034 0.432831 0.131403 2.53686 2.34063 0.441887 0.812906 0.48431
0.506954 0.642608 0.0743248 0.453548 2.58876 2.40444 0.679538 0.235108 2.40779
0.661024 0.670537 0.274882 0.877765 1.49077 0.945441 0.309944 0.383251 0.576331
0.594001 0.694491 0.214341 0.477471 2.28643 3.34485 -0.062516 0.454529 0.340377
0.2319 0.331545 0.863941 0.170389 2.86017 2.10439 0.0233311 0.579627 0.39922
0.619058 0.436354 0.473435 0.154641 2.98496 1.08558 0.901841 0.354538 1.14992
0.797557 0.612518 0.124209 0.778258 3.9353 3.83572 0.381011 0.243631 0.823448
0.763135 0.798713 0.00961988 0.502404 3.9539 2.81854 0.565054 0.36569 0.964815
0.820116 0.422168 0.345984 0.9692 0.957061 2.30739 0.214961 0.85598 0.596066
0.689515 0.636411 0.123398 0.0455261 2.81079 1.63907 -0.010867 0.29099 0.495666
0.914794 0.234644 -0.147127 0.444098 2.88789 1.6208 -0.184339 0.376866 0.689309
0.450203 0.637792 0.924711 0.110781 1.18647 3.3634 0.465742 0.136741 0.904958
0.38856 0.502492 0.575734 0.159374 3.77592 1.58467 0.626332 0.820633 0.488878
0.373684 0.894139 -0.167854 0.512299 2.5899 1.74712 0.0112883 0.299423 0.497425
0.255992 0.984052 0.368143 0.640244 3.30806 2.563 0.691182 0.998289 0.136395
0.257695 0.254738 0.130532 0.0245529 2.1878 1.76372 0.698829 0.599303 1.06579
0.421846 0.224233 -0.0715541 0.915732 0.813146 1.8463 0.62265 0.480937 1.24306
0.655779 0.486882 0.397744 0.292776 3.375 0.889073 0.293704 0.66613 0.616263
0.35126 0.443086 0.490364 0.952456 0.994835 3.10094 0.084346 0.0915602 1.18455
0.763138 0.854087 0.872977 0.897116 2.23822 3.40022 0.367737 0.658102 0.469775
0.77988 0.3853 -0.0960713 0.0475716 2.97597 3.52674 0.758206 0.303296 1.28376
0.221814 0.827055 0.173251 0.947258 3.82226 0.859133 0.154941 0.837053 0.198412
0.646369 0.326854 0.0851366 0.0628749 0.916317 1.93812 0.215341 0.907463 0.543729
0.788836 0.553236 0.574614 0.756648 1.53235 3.44364 0.428099 0.630275 0.56596
0.559339 0.865906 0.935219 0.343455 2.31061 1.2137 0.745379 0.272439 0.285286
0.941728 0.377489 0.480991 0.17417 3.95766 3.84222 0.382279 0.194886 0.668202
0.826122 0.517053 0.465945 0.500479 3.06157 3.13986 0.183591 0.316875 0.540641
0.429258 0.670946 0.826176 0.880313 0.827135 2.27062 0.593991 0.297823 0.307316
0.335741 0.430349 0.16574 0.247808 1.19895 1.36943 0.548979 0.182351 2.16749
0.773686 0.692516 0.795921 0.978879 1.4378 1.46512 -0.190043 0.808229 0.431177
0.683074 0.254748 0.794934 0.720576 1.76221 2.18587 0.8448 0.228857 0.634437
0.36088 0.581558 -0.153426 0.470238 3.94833 0.862334 -0.186074 0.778312 0.482138
0.441108 0.860942 0.142849 0.611594 2.90087 1.889 0.0640621 0.354427 0.235429
0.346664 0.499275 0.756533 0.802095 1.84909 3.46116 0.404249 0.813859 0.174114
0.227838 0.448444 -0.154839 0.832006 3.58554 1.23911 0.449315 0.736478 1.07327
0.634298 0.936335 0.534645 0.276648 2.00403 3.45089 0.158023 0.968086 0.389786
0.325159 0.316431 0.534158 0.217747 1.33267 1.53463 0.132746 0.216295 0.511017
0.287437 0.464178 0.139511 0.169139 3.43106 1.3836 0.58808 0.656212 0.91987
0.907185 0.375255 -0.028102 0.959545 3.11578 3.24597 -0.186599 0.575256 0.659387
0.377078 0.677615 0.566684 0.187779 1.2356 1.07986 0.0444933 0.614585 0.242509
0.857909 0.488517 -0.0255339 0.598178 2.05105 1.64777 0.269422 0.979041 0.699101
0.978177 0.567866 0.288488 0.245288 1.16512 3.48585 0.454049 0.319307 0.706637
0.46775 0.949308 0.181747 0.819909 0.898985 1.07954 0.979878 0.568912 0.891125
0.413714 0.496184 0.643059 0.391237 2.4667 2.42981 -0.182875 0.920809 0.241988
0.472891 0.534379 0.712284 0.390231 2.6553 1.28676 0.74519 0.911066 0.498971
0.749155 0.443331 0.641209 0.784519 2.72004 3.21766 -0.172949 0.656457 0.423592
0.58742 0.40934 0.687472 0.0906697 1.5337 1.86076 -0.0596802 0.308641 0.440739
0.954736 0.394011 0.125092 0.181862 3.73383 2.95542 0.233968 0.412986 0.708394
0.549989 0.737992 0.437267 0.850068 2.15126 2.30135 0.52266 0.563165 0.476341
0.664745 0.742884 0.931434 0.663932 3.69351 3.90095 -0.166382 0.622885 0.347355
0.648033 0.497058 -0.122884 0.170167 1.96528 3.41565 -0.108076 0.631668 0.526904
0.519993 0.949002 0.836016 0.509534 3.22623 1.86732 0.530897 0.198472 0.364674
0.332236 0.735171 0.859574 0.0182797 3.06421 2.1479 -0.187568 0.184413 1.3516
0.434971 0.564735 0.912373 0.502861 1.30853 2.78838 0.740495 0.878557 0.228352
0.727012 0.237529 0.127367 0.414217 3.30569 3.0945 0.585581 0.410985 0.913136
0.526768 0.227494 0.341392 0.0908477 3.29249 1.35097 -0.0865713 0.667132 0.383945
