Q,Q0,dL,dH-dL,a,b,dmin,dmax-dmin,Objective
0.596692,0.591498,0.683126,0.29547,0.899307,3.35287,0.880688,0.321386,0.628877
0.775727,0.283323,0.617178,0.112874,0.866735,2.42288,0.119263,0.0313027,1.21624
0.575053,0.448804,0.685341,0.115277,1.37656,1.69386,0.587301,0.0531951,0.355932
0.641383,0.339206,0.669333,0.171102,0.918625,2.01341,-0.0723238,0.689756,0.319342
0.52935,0.426553,0.404504,0.0170386,2.9841,0.878721,0.442276,0.123673,0.763331
0.247932,0.931356,0.95177,0.578092,1.777,3.16288,0.67991,0.699338,0.385896
0.655152,0.650887,0.0884268,0.581943,2.60673,0.985696,0.112539,0.408926,0.625304
0.895795,0.382451,0.0160354,0.599968,2.98473,1.44401,-0.110281,0.0983627,0.591547
0.253685,0.260782,0.983486,0.858524,0.982808,3.85095,0.275869,0.698274,0.424853
0.323982,0.381821,0.66332,0.31598,0.86974,0.853256,0.653524,0.190709,0.22933
0.8523,0.251519,0.144956,0.615337,1.00936,3.32909,0.792328,0.0364252,9.56386
0.474261,0.736767,0.741133,0.970221,3.20786,1.28421,0.186025,0.246755,0.535945
0.20965,0.542952,0.345298,0.452958,3.30876,1.97639,0.214746,0.732791,0.10454
0.712764,0.847005,0.379132,0.142326,0.905247,3.80068,0.626738,0.434638,0.645302
0.41921,0.561904,0.756449,0.394208,3.84138,1.62377,0.426828,0.0766586,1.02542
0.360109,0.721848,0.0443532,0.936052,1.25118,2.41645,0.794658,0.152565,13.214
0.516562,0.50118,0.731975,0.59942,2.06347,3.65721,0.0763469,0.190765,0.775145
0.479139,0.2199,0.221399,0.176223,2.50958,3.6854,0.974369,0.621872,1.14881
0.480985,0.871571,0.868524,0.357386,1.73004,1.75085,0.102128,0.703377,0.312028
0.960697,0.331822,0.223223,0.0980598,3.64823,2.90025,0.954731,0.832486,0.732032
0.858018,0.620531,0.613297,0.223105,3.04879,2.53468,-0.0611588,0.832962,0.579461
0.944767,0.951538,0.533175,0.941568,1.79991,3.62847,0.235167,0.353134,0.639793
0.292142,0.657023,0.418315,0.406884,3.80414,2.32461,0.827091,0.241079,1.90338
0.556214,0.224026,0.831656,0.907384,3.88181,1.01314,0.816398,0.588158,0.667093
0.223186,0.942298,-0.0350753,0.258462,2.7833,2.66343,0.378737,0.29643,0.765033
0.374675,0.363226,0.853036,0.129666,3.07691,2.19603,0.596312,0.513633,0.193435
0.609413,0.482241,0.30208,0.0578727,3.37484,1.39013,0.617448,0.708612,0.779311
0.702464,0.806008,-0.127919,0.675517,1.00752,1.83677,0.785746,0.781497,0.821487
0.262706,0.657373,-0.127206,0.114525,1.7284,1.89446,-0.156484,0.296671,0.0703398
0.852421,0.418387,0.341021,0.325638,2.0073,3.87491,0.757738,0.0987768,1.285
0.474846,0.919574,0.244267,0.715374,2.98341,3.35077,0.996371,0.572168,1.04341
0.857339,0.51336,0.770862,0.366196,1.55613,3.75054,0.958207,0.387267,0.692241
0.512797,0.379477,0.79313,0.567237,2.70758,1.6351,0.111172,0.693674,0.272864
0.953298,0.655529,0.937957,0.835109,0.987233,0.996685,0.464961,0.418606,0.642647
0.979309,0.300716,0.719491,0.254224,3.98544,1.81789,0.993207,0.843941,0.714353
0.356856,0.966669,0.752867,0.579874,3.89231,1.92352,0.700096,0.284874,0.131361
0.571154,0.330104,0.548817,0.276887,2.56084,3.38009,-0.0754725,0.411187,0.329572
0.814652,0.829264,0.615616,0.0162818,3.42265,1.51308,0.700622,0.799808,0.674541
0.323144,0.509265,0.0789895,0.935181,2.44557,3.73417,0.0183052,0.0608283,0.362845
0.36731,0.743266,0.723321,0.376859,3.41893,3.38974,0.353511,0.387574,0.340802
0.626575,0.509229,0.111786,0.361624,1.53092,3.65532,0.28159,0.201671,0.759366
0.390084,0.361603,0.911669,0.37517,0.855569,3.80367,-0.147037,0.747482,0.513184
0.585622,0.508998,0.778615,0.658789,1.94964,1.96215,0.135867,0.701559,0.30418
0.697324,0.628464,0.614714,0.859458,2.7498,1.66032,0.113806,0.308167,0.351788
0.755522,0.852568,0.921385,0.110019,1.06551,1.55963,0.552043,0.362757,0.416406
0.407924,0.517173,0.000949297,0.0889062,1.07243,3.6264,0.19978,0.523594,0.393058
0.939113,0.483876,0.620589,0.0436989,2.55782,2.8937,-0.170135,0.647537,0.624977
0.385908,0.605691,0.897573,0.615942,1.58822,1.18083,0.793444,0.585402,0.193234
0.261595,0.703419,0.690002,0.934554,2.10501,1.05037,0.363163,0.90859,0.109041
0.84922,0.849984,-0.0362036,0.628481,1.81603,3.18881,0.0783493,0.104547,0.766961
0.631226,0.658488,0.911187,0.814438,1.57716,3.75836,0.764216,0.224908,0.36165
0.277393,0.887032,0.570576,0.162159,3.50632,1.87214,0.379761,0.0337231,1.4038
0.858411,0.927408,0.813982,0.198077,1.46367,2.44222,-0.0267754,0.387798,0.448964
0.365222,0.822372,0.25659,0.963362,2.21879,2.89155,-0.0159297,0.434408,0.272487
0.533535,0.236429,0.649962,0.586336,2.20464,3.24046,0.405577,0.628288,0.351853
0.291654,0.691907,0.689317,0.320089,1.48109,2.33695,-0.187746,0.347035,0.868217
0.613078,0.310342,-0.0477656,0.161663,1.54834,3.86895,0.755619,0.14516,6.32513
0.731613,0.258039,-0.177352,0.269648,1.93907,1.16415,0.550575,0.68437,0.920536
0.264934,0.708608,0.01533,0.159832,1.23387,1.25244,0.784816,0.381595,1.63898
0.774002,0.726571,0.247317,0.830875,1.54252,2.76284,0.723751,0.731321,0.705813
0.230654,0.678823,-0.0690693,0.802118,1.03915,1.32073,0.152996,0.545576,0.193758
0.539082,0.308179,0.606512,0.892619,3.38497,2.13522,0.122176,0.550309,0.312559
0.37481,0.829037,0.93746,0.0312874,2.58163,2.45964,-0.0325406,0.208954,1.19693
0.678089,0.513509,0.729996,0.943984,1.86894,1.82434,0.517588,0.201722,0.369369
0.702197,0.423658,0.792663,0.345947,1.16147,2.67958,0.563407,0.675756,0.477807
0.567087,0.690399,0.234641,0.657932,2.69656,1.88407,-0.121892,0.14749,0.473351
0.742729,0.833835,0.412575,0.678471,1.629,2.46549,0.451647,0.982458,0.57106
0.623345,0.895397,0.0328431,0.871502,3.63919,3.02281,0.705012,0.415568,1.17223
0.798256,0.287855,0.987668,0.694395,3.78659,2.0791,0.800695,0.893892,0.640306
0.212639,0.77681,0.365306,0.910219,2.69568,1.25273,-0.000239223,0.926304,0.21564
0.535385,0.414234,0.79204,0.753186,2.83774,3.15309,0.491366,0.303324,0.288886
0.977737,0.43958,0.473378,0.478341,2.49845,1.56869,0.428946,0.750312,0.701744
0.451913,0.932021,0.362645,0.736405,3.73679,3.6689,0.45857,0.432556,0.393812
0.256522,0.93155,0.998201,0.599018,2.00057,2.8721,0.205667,0.159042,1.35999
0.755925,0.217839,0.18298,0.453195,3.04029,3.44931,-0.133879,0.857794,0.560484
0.462875,0.427144,0.291788,0.340987,1.77949,1.0145,0.328583,0.615569,0.496682
0.875694,0.868907,0.549002,0.69431,1.85179,2.84522,0.955528,0.279131,0.799922
0.355954,0.486718,0.171694,0.877374,1.66238,2.95982,0.150531,0.655915,0.192277
0.654287,0.696458,0.588705,0.559106,1.22556,3.12798,0.321992,0.745012,0.41806
0.96561,0.570597,0.556326,0.678832,1.82284,1.94869,-0.0295473,0.41361,0.648118
0.29759,0.750649,0.562053,0.511425,1.04249,3.51359,0.518521,0.0329287,0.638704
0.942891,0.783164,0.486825,0.192183,2.75219,2.36315,-0.0910246,0.596755,0.642106
0.534591,0.29998,0.931856,0.40721,3.95564,2.52538,0.0290895,0.849809,0.300254
0.71487,0.545198,0.855798,0.355837,1.05035,2.48076,0.951242,0.102983,0.767919
0.535725,0.760174,0.935501,0.896543,1.00051,3.48086,0.639213,0.690048,0.307738
0.980168,0.322058,0.815046,0.471715,2.21248,3.94378,0.171782,0.161478,0.611995
0.879811,0.710211,0.28219,0.0779508,3.54396,1.83883,0.109962,0.752185,0.658305
0.951234,0.24461,0.817629,0.751276,1.75737,1.33285,0.862632,0.303935,0.704419
0.493956,0.931384,0.230472,0.332721,3.65633,2.45508,0.246224,0.725031,0.387014
0.577738,0.726839,0.976484,0.318875,0.833357,2.3953,0.414878,0.914583,0.309114
0.866514,0.589895,0.204701,0.11872,1.95886,2.27304,0.0531821,0.502556,0.623934
0.806068,0.928313,0.592603,0.211627,2.30437,2.98239,0.575329,0.956329,0.607821
0.497047,0.801407,0.278457,0.613186,1.93556,1.30681,0.836227,0.0193684,3.49567
0.231595,0.460467,-0.126963,0.380011,2.87584,2.05878,0.747324,0.641084,1.39328
0.761614,0.325168,0.220519,0.65433,3.29751,1.19382,0.609124,0.0797541,2.37515
0.9449,0.363299,0.0213579,0.519708,3.01051,2.26389,-0.121386,0.3938,0.677059
0.748949,0.528544,-0.142475,0.409801,2.98528,1.66258,0.892206,0.0712616,39.2064
0.540176,0.307098,0.727795,0.920375,3.86317,0.835026,0.75877,0.313337,0.725408
0.935927,0.487926,0.772057,0.706195,2.7485,0.932272,0.552437,0.890246,0.688089
0.237367,0.715667,0.621726,0.257198,0.920881,3.74966,0.130869,0.44072,0.625125
0.701717,0.294163,0.236772,0.541553,2.8437,0.958936,0.864683,0.192518,2.03046
0.968641,0.72279,0.497244,0.358248,2.43464,0.999177,0.473602,0.39834,0.699779
0.770746,0.55047,0.620248,0.259502,1.26912,2.91068,0.0707443,0.77619,0.482512
0.620716,0.525183,-0.173181,0.807772,1.56812,2.48693,0.0342951,0.574062,0.602944
0.670554,0.597562,0.749704,0.321959,2.56109,3.76903,0.866014,0.298579,0.645511
0.570865,0.812522,0.973146,0.625336,0.853945,2.01197,0.206937,0.272577,0.611425
0.899787,0.66638,0.0509534,0.41715,1.34263,2.61198,0.00275582,0.758394,0.653964
0.34731,0.82604,0.492639,0.694201,2.15368,3.88536,0.387409,0.961456,0.159338
0.841068,0.271805,0.65092,0.991227,1.14326,0.846767,0.0118822,0.286755,0.4438
0.912554,0.537971,0.773015,0.658712,1.2481,2.68594,0.312649,0.195672,0.52434
0.899185,0.803004,0.843512,0.0215194,3.43694,1.41061,-0.0849175,0.519199,0.555937
0.922254,0.219864,0.426032,0.276937,2.19806,3.24891,0.380705,0.724442,0.677444
0.980065,0.619901,0.975609,0.972134,2.94517,3.91247,0.910484,0.658179,0.696328
0.758617,0.511475,0.135998,0.147125,2.6474,3.8739,0.610864,0.0127824,4.72825
0.237746,0.514358,-0.0242692,0.232285,3.26472,1.08236,-0.134563,0.963593,0.258036
0.665904,0.740274,0.44002,0.654827,0.942364,1.75526,0.515557,0.537763,0.522454
0.230357,0.705634,0.819808,0.423086,3.3947,3.42983,-0.108671,0.783429,0.51623
0.958217,0.785755,0.341611,0.404281,1.2716,1.79123,0.0304634,0.577497,0.666635
0.683221,0.84699,0.73982,0.902873,1.48226,1.09144,0.403588,0.383656,0.367844
0.26977,0.513917,0.299537,0.917817,1.92883,2.01116,0.338931,0.0495583,0.662794
0.480297,0.319148,0.996462,0.542226,2.79663,2.18453,0.115964,0.161309,1.09511
0.332644,0.779282,0.486666,0.189683,3.71383,2.68779,0.83014,0.238929,1.35944
0.368184,0.379395,-0.185846,0.663644,1.51091,3.18143,0.323029,0.771108,0.607049
0.628788,0.56275,0.980844,0.303195,3.4078,3.56276,0.723888,0.331908,0.373678
0.841072,0.812435,0.77784,0.313877,2.339,3.16499,-0.116234,0.26595,0.384431
0.213604,0.705091,0.0376406,0.542584,2.06916,3.0762,-0.171779,0.062362,1.05962
0.729492,0.261475,0.983982,0.836587,2.8157,1.95323,-0.128368,0.671407,0.383731
0.413708,0.285105,-0.115733,0.377227,1.35445,3.09588,0.848343,0.160599,20.3547
0.519987,0.811399,0.635226,0.121612,2.62569,3.85489,0.0116193,0.775252,0.289521
0.551109,0.835373,0.488284,0.375546,3.49224,2.95206,0.137547,0.49413,0.300226
0.26481,0.217612,-0.091385,0.62938,0.885875,1.61011,0.677073,0.914334,0.75568
0.368209,0.221404,0.931321,0.660902,3.77939,1.6833,0.0528658,0.071932,1.79434
0.616877,0.250789,-0.0241687,0.503045,1.27743,1.9201,0.0247992,0.748787,0.535822
0.446672,0.239499,0.251542,0.25302,3.56725,3.87181,0.825915,0.809198,0.856967
0.928744,0.310119,-0.0774401,0.965735,1.68434,2.72282,0.876213,0.251867,0.933973
0.430836,0.581697,0.654254,0.988818,3.85813,3.17448,0.705158,0.419995,0.444163
0.560953,0.474666,0.848171,0.73574,3.8998,1.24713,0.396105,0.754745,0.416157
0.293208,0.92423,0.533595,0.282319,1.58381,1.70991,0.373426,0.806787,0.222146
0.779868,0.686981,0.522317,0.436735,3.05172,3.40164,0.438717,0.601352,0.592338
0.596245,0.970355,-0.138137,0.244738,2.13077,1.39422,0.639937,0.0300701,4.02364
0.526631,0.516871,0.809344,0.429925,3.43695,3.78431,0.440203,0.457225,0.293792
0.297608,0.723244,0.0414411,0.939606,2.31888,3.7822,0.94771,0.873368,0.724992
0.459784,0.603814,0.674766,0.0128881,1.12165,2.31165,0.291628,0.867511,0.222561
0.663501,0.941734,0.428407,0.659866,3.69384,1.76496,0.976318,0.222865,1.59785
0.241785,0.325918,0.848142,0.616809,0.956413,3.45003,0.76444,0.12128,0.312691
0.653837,0.980523,0.266378,0.218669,2.38929,2.30765,-0.160656,0.484524,0.343784
0.230204,0.552909,0.861102,0.388315,0.863144,3.56195,0.815037,0.458453,0.174692
0.407406,0.538408,-0.0956429,0.26374,1.20746,3.51607,0.636321,0.319968,2.16452
0.715224,0.386169,0.706526,0.393886,3.01489,1.12424,-0.0763997,0.0542935,1.31587
0.484818,0.410681,0.591986,0.116646,3.65513,3.83806,0.138013,0.359714,0.321567
0.406942,0.694345,0.205473,0.254048,1.17041,1.58408,0.192343,0.88094,0.191755
0.765711,0.744135,0.380639,0.0207501,1.45829,1.64607,0.87639,0.0498591,7.25077
0.299735,0.52745,0.392031,0.612671,2.40337,3.03278,-0.10549,0.634468,0.2728
0.921461,0.811168,0.857414,0.0840014,1.71084,3.37455,0.760915,0.916263,0.662382
0.828562,0.514097,-0.0546085,0.926014,1.57326,1.53183,0.197721,0.717856,0.69184
0.233756,0.409078,0.168848,0.0288285,2.13819,3.79117,-0.144543,0.402254,0.294861
0.507388,0.850007,0.0222553,0.406004,3.03443,1.4154,0.13734,0.0918716,1.15121
0.836118,0.453436,0.70475,0.600205,2.43976,3.29257,0.75694,0.189682,0.681253
0.761503,0.514827,0.295265,0.0342469,3.95495,3.08876,0.989179,0.16024,1.99088
0.471929,0.28105,0.428234,0.88958,2.60386,1.59578,0.375413,0.336744,0.446938
0.922517,0.93175,-0.0118404,0.457123,1.37932,1.30663,-0.0696343,0.686303,0.665601
0.263674,0.639822,0.680805,0.711069,2.65567,3.03592,0.999375,0.539241,0.430659
0.945754,0.753893,0.443,0.834963,3.94966,1.55932,0.286303,0.123298,0.641681
0.527685,0.526708,0.71397,0.1343,3.3611,2.59081,0.599626,0.295248,0.365763
0.779261,0.444135,0.639389,0.650192,3.2879,2.96438,-0.0689079,0.0711376,0.844681
0.488535,0.502662,0.91744,0.470472,2.1628,1.29191,-0.0172274,0.998858,0.242035
0.562294,0.863884,0.370895,0.0319154,2.81355,3.28468,0.239811,0.990778,0.394695
0.838102,0.911268,0.860528,0.782577,3.80135,3.09035,0.210279,0.694016,0.542164
0.660248,0.224979,0.773357,0.292541,1.54809,3.33554,0.493359,0.0993035,0.435048
0.791202,0.536971,0.818659,0.417419,1.2922,1.17315,0.123606,0.774631,0.496077
0.280826,0.394021,0.608823,0.189004,2.89699,3.48357,0.483431,0.759963,0.129037
0.483698,0.890858,0.415851,0.748211,1.43705,3.73914,0.631876,0.878018,0.372393
0.739235,0.727456,-0.114383,0.123579,3.39527,2.29715,0.797773,0.665276,0.956545
0.267512,0.321891,0.00569091,0.475782,2.84743,3.04652,-0.10826,0.47432,0.120958
0.307122,0.568756,0.885885,0.689507,2.96712,3.5441,0.575747,0.596715,0.182654
0.29562,0.92778,0.340365,0.240677,2.39304,2.88975,-0.0646946,0.502296,0.442929
0.824648,0.470549,0.594263,0.485318,3.89931,3.25111,0.0548576,0.979353,0.587435
0.878335,0.793593,0.705565,0.247872,3.97616,2.88852,0.405025,0.482019,0.614301
0.596496,0.404496,0.509547,0.612067,3.70229,3.39308,0.346242,0.0183671,1.26266
0.570749,0.613309,0.947984,0.569891,2.09263,2.3298,0.444461,0.0642336,1.23188
0.616155,0.957365,0.621132,0.0575056,2.13585,2.18606,0.265538,0.486839,0.320758
0.56141,0.276307,0.978772,0.358873,1.11063,0.964434,0.564931,0.52437,0.295762
0.76744,0.8507,0.289218,0.61811,1.09955,1.27416,0.810426,0.166991,1.35589
0.592517,0.33063,0.0331952,0.076882,1.59481,2.33119,0.152158,0.986606,0.535257
0.414965,0.598012,-0.0705007,0.965345,1.50882,2.22679,0.698608,0.675646,0.926892
0.896658,0.736312,0.97235,0.352557,3.24943,1.5493,-0.00124808,0.274798,0.454747
0.406452,0.849592,-0.178141,0.783581,3.11977,1.75688,0.0620309,0.155313,1.45522
0.627918,0.254131,0.758231,0.184463,3.98586,2.38462,0.0349189,0.136882,0.791048
0.526909,0.357726,0.190855,0.935165,1.15216,2.25982,0.387492,0.171129,0.956268
0.890262,0.846511,0.60604,0.889803,1.66142,3.27355,0.306189,0.997404,0.627364
0.536053,0.868808,0.43367,0.277327,3.48266,1.26307,0.751252,0.329325,0.987971
0.679325,0.382902,-0.0178004,0.471119,1.77044,2.98033,0.675155,0.171979,2.46513
0.624184,0.974736,0.606176,0.438378,2.19862,1.50711,0.737039,0.684609,0.535379
0.322849,0.966532,0.219741,0.622146,2.56686,0.887864,0.317823,0.781925,0.205367
0.432222,0.732738,0.189083,0.976107,2.51425,3.41995,0.105866,0.645166,0.252305
0.64017,0.431333,0.180855,0.602396,3.13966,1.47416,0.329464,0.359153,0.75845
0.570818,0.335372,0.0650998,0.677332,1.61883,3.00278,0.284444,0.667078,0.581071
0.246519,0.757415,0.439905,0.529908,3.62599,3.46269,-0.0254999,0.677818,0.337245
0.230454,0.297217,0.67441,0.457609,2.90288,3.0043,0.160704,0.549961,0.241148
0.588234,0.711122,-0.181985,0.618586,3.82883,3.03531,-0.00631586,0.206039,0.914959
0.46447,0.683835,0.736007,0.666113,1.78133,3.40698,-0.0429846,0.791634,0.324646
0.458205,0.8821,-0.0104311,0.331002,1.25608,2.02703,0.612757,0.288435,1.66652
0.800232,0.363272,0.0304444,0.122941,3.77323,3.54668,0.916829,0.647185,0.897448
0.915089,0.531667,0.144005,0.357921,3.69536,2.30689,0.567293,0.608383,0.738854
0.835051,0.903751,-0.0795404,0.661324,3.65166,2.70124,0.926575,0.0519371,33.1225
0.93016,0.62427,-0.0993721,0.441734,3.4562,2.53387,-0.00355486,0.993945,0.694725
0.789083,0.689268,0.894303,0.48073,0.990136,3.60702,0.263342,0.749343,0.476864
0.255378,0.441324,0.0843033,0.906252,3.9049,3.35085,0.656364,0.781364,0.766178
0.884207,0.836999,-0.112097,0.418245,0.911189,1.55001,0.836778,0.400546,0.886621
0.361784,0.779395,0.930287,0.16735,2.7142,3.3994,0.716172,0.590378,0.181611
0.448121,0.508527,0.61776,0.950091,3.15775,1.77327,0.803147,0.475973,0.669337
0.229105,0.411795,0.874567,0.516446,1.28736,1.45452,-0.0426185,0.764908,0.354208
0.534428,0.317057,0.264682,0.650646,2.81439,2.67666,0.948124,0.647792,1.0419
0.300288,0.806329,0.993069,0.371563,1.47713,3.54754,0.794028,0.104247,0.792596
0.873532,0.734879,-0.0249807,0.368864,1.08736,1.42136,0.207341,0.500427,0.69327
0.292597,0.902289,-0.139537,0.208458,2.94833,2.24704,0.0582781,0.318969,0.377799
0.941072,0.529015,-0.0962659,0.678751,2.77589,3.79298,0.306227,0.420385,0.734789
0.926759,0.334923,0.0422932,0.540983,3.32485,1.5698,0.906763,0.29376,0.900225
0.245259,0.245319,0.718645,0.622755,3.62192,2.69659,0.351325,0.704286,0.0727855
0.628872,0.298668,0.00585452,0.907604,1.95277,3.46262,0.177072,0.0482897,2.54696
0.45083,0.772662,-0.0893119,0.184186,3.07581,3.75832,0.921862,0.42351,2.32727
0.418785,0.967443,0.981173,0.808374,1.16127,0.937623,0.840974,0.355742,0.157099
0.529648,0.918599,-0.065089,0.771622,0.904281,2.567,0.922501,0.989624,0.711168
0.797397,0.498133,0.529229,0.418918,3.49164,2.55334,0.487251,0.321286,0.631315
0.79026,0.888391,0.123265,0.309241,3.36414,1.44134,0.362177,0.0263762,4.68518
0.762281,0.490667,0.612506,0.554461,1.88486,1.67529,-0.0431429,0.828761,0.490401
0.351536,0.255843,0.15817,0.0682447,2.81939,2.33561,0.194077,0.473658,0.430636
0.703303,0.979753,0.657318,0.993224,0.876612,2.31926,0.84501,0.153401,0.809081
0.82554,0.894233,-0.0533102,0.0817744,1.13517,2.10654,0.491686,0.292876,0.893603
0.328597,0.740156,0.712578,0.45016,3.90745,3.83576,0.771443,0.376731,0.254509
0.510425,0.637464,-0.111826,0.501229,2.90065,2.13525,0.904477,0.0470171,3.91187
0.236243,0.749017,-0.056702,0.777013,3.39868,3.78916,0.185028,0.730228,0.178126
0.298483,0.610016,0.0793143,0.940907,3.39263,3.5004,0.874546,0.691088,1.04242
0.521405,0.435505,-0.165735,0.760511,2.94881,1.30937,0.780729,0.160304,54.0889
0.562312,0.37234,0.730879,0.865954,2.96396,3.92382,0.661881,0.430205,0.444659
0.76672,0.450361,0.977003,0.407815,2.03124,3.8835,0.580761,0.337157,0.435369
0.654899,0.558286,0.204549,0.512188,2.91284,1.94763,0.670857,0.983876,0.728753
0.315194,0.712208,-0.043266,0.999482,3.36059,3.50019,0.835655,0.382839,2.75387
0.81354,0.46309,0.525349,0.103109,2.02674,1.02485,0.844808,0.968948,0.718224
0.241151,0.76426,0.949776,0.18503,3.82314,2.29362,0.554497,0.180964,0.789225
0.635216,0.32722,-0.0490547,0.302068,0.930261,3.44339,-0.044474,0.709884,0.485969
0.854076,0.957326,0.999241,0.212875,2.99998,2.58848,0.68451,0.212358,0.504655
0.963103,0.361087,-0.0349785,0.462984,2.60467,2.0375,0.818513,0.379848,0.780953
0.913116,0.434903,0.90495,0.96803,2.64996,2.21979,-0.183753,0.2263,0.432394
0.966948,0.884689,0.982267,0.745878,3.17395,2.43789,0.955704,0.505179,0.694932
0.665787,0.664437,-0.00612036,0.965728,0.861144,3.63171,0.984735,0.404825,1.37949
0.370481,0.264655,0.2096,0.519313,3.84538,3.81562,-0.128961,0.380186,0.231985
0.796636,0.46124,-0.0280484,0.208497,2.21594,3.44681,0.555604,0.903911,0.728924
0.531866,0.815071,0.475156,0.506138,2.52579,2.83848,0.0291735,0.97633,0.29404
0.819871,0.828768,0.659788,0.967491,1.86857,1.66213,0.963856,0.0287679,4.4394
0.859249,0.414004,0.30142,0.499257,1.54022,3.80618,0.689993,0.434288,0.742155
0.319726,0.483399,0.691349,0.885668,1.61679,0.908846,0.444256,0.815452,0.151651
0.810722,0.614749,-0.113776,0.567795,1.57918,2.10051,0.634188,0.0560246,8.96636
0.87096,0.229219,0.945278,0.603582,3.40367,2.20862,0.192075,0.608022,0.568409
0.625181,0.61116,0.61973,0.362561,1.10518,1.8613,0.821964,0.620433,0.567168
0.552456,0.512865,0.276365,0.168052,2.77471,3.38041,0.620337,0.75822,0.64934
0.774551,0.895793,0.726156,0.114726,2.15469,3.72894,0.579337,0.0813044,0.386714
0.272604,0.50808,-0.0598247,0.508342,3.69841,3.50331,-0.188859,0.918156,0.125287
0.779813,0.536154,0.0862837,0.756736,2.22687,2.051,0.490458,0.383917,0.830604
0.322754,0.232744,0.832117,0.789451,0.964434,1.35679,0.0238133,0.338121,0.636309
0.816249,0.574475,0.330309,0.499955,3.02608,3.6824,0.445038,0.766559,0.656777
0.861889,0.722038,0.720507,0.722087,3.91807,2.9907,0.141694,0.294691,0.488727
0.464107,0.640423,0.0947371,0.814045,2.69326,1.08013,0.0989878,0.812333,0.468442
0.547149,0.956566,0.416568,0.439701,3.58892,2.71268,0.176686,0.934695,0.354499
0.460838,0.447863,0.118583,0.598192,2.79396,2.70166,0.254364,0.237588,0.714435
0.467996,0.477323,0.0434924,0.124392,1.41823,1.15502,-0.0152429,0.430107,0.341867
0.418946,0.91772,0.43565,0.332875,1.42894,0.919398,0.0649371,0.178335,0.625527
0.753125,0.58619,0.228084,0.201932,3.06226,3.73563,-0.183886,0.921467,0.526477
0.712692,0.486271,0.177706,0.584319,3.00935,3.0814,0.945873,0.745913,0.870341
0.670472,0.935425,0.0871356,0.881469,2.76768,3.57883,0.246081,0.581628,0.588114
0.766224,0.264245,0.281141,0.963823,2.32889,2.0224,0.426271,0.0947028,0.982345
0.489095,0.31673,0.238474,0.0703233,3.01426,1.57209,-0.190746,0.291826,0.307388
0.610237,0.521277,0.617942,0.0443183,3.69119,1.72779,0.237465,0.123995,0.504669
0.841738,0.3415,0.818883,0.731109,3.10414,2.25307,0.460377,0.494626,0.585216
0.612865,0.272376,0.0454486,0.97129,3.41633,3.51046,0.747501,0.751756,0.92341
0.915667,0.84728,0.300687,0.141358,3.10373,2.51942,0.520006,0.70176,0.697804
0.837737,0.927164,-0.117533,0.456936,3.20528,2.47603,0.00873326,0.778,0.665795
0.567909,0.531386,0.714527,0.135941,3.81623,2.93445,-0.0301936,0.450354,0.345944
0.591545,0.934507,0.52908,0.65666,2.75637,2.97069,-0.0905855,0.0524634,1.50727
0.866898,0.270466,0.0852055,0.0326677,1.2669,3.687,0.227005,0.23858,0.707631
0.931768,0.247893,0.588101,0.389026,1.09807,1.80617,0.0409082,0.286061,0.581455
0.761245,0.660236,-0.0555617,0.203341,2.75646,2.53555,0.341831,0.469114,0.785932
0.809503,0.339103,0.863656,0.629682,1.61726,1.08981,0.178893,0.441436,0.464993
0.761074,0.430434,0.773212,0.870655,2.51249,3.83919,0.67853,0.32187,0.556537
0.273085,0.889194,0.896027,0.228461,3.02709,3.19868,-0.137565,0.0297601,2.31192
0.561772,0.514836,0.615743,0.43654,0.851588,1.27518,0.331445,0.560071,0.290605
0.942292,0.487688,0.238178,0.457236,0.912168,2.13294,0.835188,0.937475,0.709465
0.715393,0.635807,0.958459,0.0624426,3.90739,0.80673,0.658721,0.584988,0.56246
0.506675,0.900428,0.0624752,0.812271,1.60801,3.52175,-0.162387,0.83289,0.283921
0.359053,0.542074,0.87617,0.999611,1.7085,3.76748,0.989124,0.207633,0.467197
0.380165,0.252521,0.155941,0.872006,1.20233,2.82051,0.894837,0.438557,1.56876
0.919566,0.472627,0.804083,0.0395388,2.87127,2.9621,0.312215,0.484187,0.619468
0.322318,0.365269,0.0684598,0.242189,2.63178,3.67758,0.855903,0.895842,0.859543
0.896891,0.889814,0.926955,0.42887,2.05984,2.23637,0.818745,0.770772,0.651119
0.947496,0.474249,0.973148,0.42836,3.72246,3.63358,0.13772,0.258332,0.560852
0.752947,0.48797,0.466289,0.684302,3.10209,1.46951,0.667289,0.0788967,1.35743
0.534228,0.366066,0.0150323,0.730778,3.13543,1.05491,0.0752413,0.937677,0.644927
0.776236,0.478711,0.656228,0.418223,3.24891,3.59977,0.0859014,0.657414,0.495547
0.901511,0.605977,0.533586,0.2542,2.74835,2.5327,0.352818,0.719199,0.653731
0.278234,0.986929,-0.157238,0.786923,3.40357,0.927596,0.390814,0.718808,0.664311
0.210291,0.722609,0.938907,0.235465,1.74623,2.55224,0.182828,0.774664,0.49283
0.776127,0.73025,0.989325,0.233869,3.58949,3.82514,0.72666,0.992446,0.57365
0.824634,0.636267,0.157664,0.368928,2.98209,3.70632,0.589501,0.0247181,22.7165
0.289602,0.940314,-0.17558,0.299846,3.09371,1.03604,0.133781,0.247827,1.13491
